,logFC,logCPM,PValue,FDR
SPATA24,-1.296616338,-0.215264173,0.005124692,0.015165182
RAD50,-0.860975314,2.79585508,0.005124967,0.015165182
FOXD2-AS1,-0.984273563,0.711295465,0.005139145,0.015201349
EIF2B2,-0.593805392,2.966461067,0.005141184,0.015204485
CD70,-1.686068389,-0.533099381,0.005148518,0.015223279
TSR1,-0.716447285,2.114537696,0.005209074,0.015390625
ALG12,-0.50890201,3.243726375,0.005216955,0.015410982
GPSM1,-1.150258762,0.852799583,0.005238752,0.015469492
TAPBPL,-0.665305368,4.671849985,0.005264785,0.015537511
LOC105372252,-3.068648527,-1.228534746,0.005300264,0.015639251
SBDSP1,-0.933161863,1.079171273,0.005306934,0.015655959
TXNDC15,-0.544947722,3.209891369,0.005319902,0.015686958
LYRM9,-0.813105418,1.211229821,0.005320469,0.015686958
TMEM39B,-0.521538883,2.588030934,0.005343793,0.015749753
DBI,-1.021886742,2.53132149,0.005349616,0.015763928
MRPL19,-1.101623738,0.834982773,0.00535764,0.015781588
NFATC2,-0.922826727,3.355779079,0.005366464,0.015801594
GPR171,-1.093633287,1.43747551,0.005376335,0.015824664
MAP4K2,-0.464620801,4.771908586,0.005389727,0.015855919
LOC107986828,-1.101211447,0.076552821,0.005396524,0.015862071
PPFIBP2,-0.647357286,2.249012666,0.005398371,0.015862496
USP30-AS1,-1.424646183,0.229186277,0.005405573,0.015877658
RRP36,-0.492279052,3.16214797,0.005418944,0.015913924
NT5DC2,-0.996482884,2.050089452,0.00542815,0.015937951
TRAPPC5,-0.898068232,5.512787351,0.005451751,0.016004225
GFI1B,-1.12227771,3.243900029,0.00546747,0.016043688
ZNF512B,-0.757539272,2.334100165,0.00546829,0.016043688
LRRC8A,-0.766507761,3.867305443,0.005478645,0.016071037
POLDIP2,-0.489561742,4.509007678,0.005519749,0.016185502
PSMB7,-0.750911232,3.110680686,0.005521402,0.016187297
TRAV30,-2.29927461,-1.593177718,0.005541727,0.016235931
PKIG,-0.815738809,1.392650552,0.005545731,0.016240263
LOC105376548,-2.86042226,-1.969208415,0.0055507,0.016251738
ATP5MJ,-1.260311162,2.946253535,0.005552633,0.016254336
CDR2,-1.482651579,-1.289048361,0.005566792,0.016286585
SUSD4,-1.492905864,-0.452283982,0.005573187,0.016302228
FEZ1,-1.80128667,-0.219384218,0.005589494,0.016337632
TOP1MT,-0.79525351,3.315435833,0.005611867,0.01639378
USP36,-0.647054718,3.646098125,0.005623712,0.016420319
CHMP6,-0.529922222,3.673338382,0.00562412,0.016420319
TLCD1,-2.02560722,-1.814831663,0.005632805,0.016442586
RIC3,-1.267940958,1.803715525,0.005650286,0.01649052
LARS1,-0.536032275,3.824930226,0.005652241,0.01649313
UBA2,-0.607572847,3.378352737,0.005709701,0.016638937
PAQR7,-0.850307816,1.988311545,0.005722601,0.016670279
GMPS,-0.598035013,2.905600141,0.00575349,0.016750846
IL17RE,-1.827996006,-1.23916308,0.005772851,0.016800919
TRGV9,-2.012068862,-1.00015257,0.005778728,0.016814877
HDHD5,-0.518106467,3.045230732,0.005783746,0.016826327
CLN8-AS1,-2.127054406,-2.150280243,0.005794983,0.01684956
LOC105373422,-1.899741443,-1.391341909,0.00581102,0.016886714
COPE,-0.556524714,6.249543299,0.005816095,0.016895146
LARGE2,-1.283738159,1.24052999,0.005836352,0.016950823
ABI2,-0.836651083,1.46607596,0.00584167,0.016963101
ALDH7A1,-2.072989131,-1.439703227,0.005855033,0.016998731
CCDC137,-0.517709275,3.267746214,0.005860572,0.017011634
RPAIN,-0.759208439,2.149171434,0.005873047,0.017044664
TRAV8-2,-1.743301703,-0.922753002,0.00589198,0.017093228
KIF1A,-5.469019928,-2.98279435,0.005899754,0.017112589
HEXD,-0.638057302,4.538267686,0.005903804,0.017121141
HNRNPA1P10,-0.675771579,2.843910049,0.005933228,0.017200057
DBNDD1,-1.300690092,0.140137801,0.005943415,0.017226375
TRAV1-1,-2.391319631,-1.623395746,0.005960119,0.017271569
NEMP1,-0.857299064,1.427732203,0.005971816,0.017299018
EID1,-0.721685375,3.751286782,0.005977078,0.017311034
CTDNEP1,-0.546792045,5.168526027,0.005978973,0.017313297
TUBG1,-0.930127404,2.198840237,0.005988901,0.017335589
CLYBL,-1.380789212,-0.025139507,0.006004942,0.017375549
CDK18,-1.569937956,0.47848041,0.006035575,0.017454444
TRMT2B,-0.521954347,2.87454855,0.006055403,0.017508528
LOC107984225,-2.307473716,-0.887667583,0.006067483,0.017540192
PTCD2,-0.834464777,1.000430854,0.006075615,0.017553675
FAHD2B,-1.229611082,-0.088373202,0.006076663,0.017553675
ACY3,-2.417395602,-2.220362995,0.006081995,0.017565815
SNX2,-0.581651655,4.467192038,0.006105386,0.017630096
AIFM2,-0.868192876,1.085398185,0.006109084,0.017637499
ZNF331,-0.828530757,1.317934383,0.006160454,0.017762719
NDC80,-1.371734791,0.15205829,0.006161631,0.017762817
BIRC5,-1.625935226,1.539546775,0.006198377,0.017862125
RASSF4,-0.683516913,4.143448949,0.006203379,0.017873227
PLRG1,-0.7220535,2.89139771,0.006209293,0.017880324
DOHH,-0.868352347,2.070525265,0.006211573,0.017880896
IGHV1-24,-4.269444197,-1.953273346,0.006228714,0.017922972
TNFRSF10A-DT,-0.932566289,0.287085374,0.006257702,0.017998611
CXCL10,-3.165632732,0.39484401,0.006258474,0.017998611
PDE4A,-0.687939433,2.805737637,0.006260482,0.018001055
SDSL,-1.821934522,0.003895665,0.006300676,0.01811328
ZNF75A,-0.64864599,2.218964373,0.006309315,0.01813141
ANAPC16,-0.501103135,4.468525529,0.006311043,0.018132012
TFR2,-1.593282414,2.257889427,0.006311858,0.018132012
JAKMIP1,-1.140995778,1.53673997,0.006318905,0.018148346
NDUFA8,-0.692692079,2.184283247,0.006322977,0.018153891
TBCD,-0.498783861,3.259935341,0.00634186,0.018201385
LINC02482,-2.894302789,-2.977365157,0.006345016,0.01820708
POLA1,-0.883195283,0.725975671,0.006348525,0.018213789
HCN2,-1.692378001,-0.46004009,0.006351002,0.018217533
ANAPC10,-1.568430034,-0.870748245,0.00635621,0.018229108
LYSMD4,-0.907401909,1.180013326,0.006361639,0.018239699
CD48,-0.686875942,5.951271541,0.006376421,0.018276958
BNIP1,-1.348632814,0.203476407,0.006429383,0.018415183
LOC102724965,-0.954896481,0.184983219,0.006441968,0.018447831
ARL4D,-1.678460684,-1.137228029,0.006453862,0.018475087
LETM1,-0.497127396,3.332342215,0.006470031,0.018514555
HDHD3,-0.832855656,2.163531526,0.006471628,0.018515716
EIF2S1,-0.641875644,3.090725116,0.006496835,0.018567895
ATPAF2,-0.611071932,2.573747833,0.006499367,0.018567895
IFNG,-2.917494714,-2.010995882,0.00649942,0.018567895
CNIH3,-1.880115178,-0.233089256,0.006506819,0.018585619
WNT7A,-2.036127124,-1.524689603,0.006509768,0.018590626
ZNF530,-1.076990322,0.141363801,0.006540519,0.018671584
DNAJB2,-0.996422758,5.811704326,0.006558168,0.018718313
ODF2,-0.551613156,3.296458022,0.006559296,0.018718313
WDR86,-1.502932568,0.256728644,0.006569613,0.018740875
COX8A,-0.60892279,4.757212608,0.006573195,0.018747654
THAP11,-0.622695396,3.755559636,0.006597895,0.01881465
POLR2J,-0.579376178,3.506124518,0.006607498,0.018838578
MMS19,-0.438792572,4.211962953,0.006614996,0.018856499
FOXP4,-0.628700232,2.79877921,0.006623554,0.018872057
MAPK8IP2,-2.352149084,-1.869175733,0.006624096,0.018872057
ATF7IP2,-0.916453927,1.28009691,0.006634427,0.018898028
CCDC157,-1.386939839,-0.313029097,0.006638513,0.018902847
FKBP1B,-1.621179744,1.283487193,0.00663855,0.018902847
FAM171A1,-1.474373026,0.049516521,0.006664129,0.018968732
UTP11,-0.578023825,2.158265116,0.0066723,0.018988514
SNAPC5,-0.651762183,1.621621713,0.006674215,0.018990486
POLR2K,-1.694018973,0.780243204,0.006681523,0.019007803
IGHG2,-1.33470666,1.365502266,0.006691055,0.019031437
ITFG2,-0.603033069,2.867634167,0.006692389,0.019031749
ZNF16,-1.324868355,-0.022503851,0.006703404,0.019059586
GAL3ST4,-1.175894527,1.208525035,0.006715469,0.019086848
XAB2,-0.444540561,4.901202009,0.006720258,0.019093541
PEX3,-1.110610617,0.470896495,0.006726483,0.019100755
AIRE,-2.220426879,-0.639858906,0.006732727,0.019113267
SRSF7,-0.601878096,4.051151946,0.006738537,0.019121014
CDRT15P1,-1.891076978,-1.319573827,0.006745731,0.019137935
TMEM25,-0.933337595,0.453693741,0.006748638,0.019142688
TEX101,-3.343138204,-3.123766037,0.006755474,0.019158583
KRT10-AS1,-1.586329318,-1.434038111,0.006759287,0.0191659
ZCCHC17,-0.82808052,2.621077254,0.006778527,0.019213448
PRAF2,-0.560273129,4.065143576,0.006796085,0.019259703
TRAV12-1,-1.621943215,-0.551834028,0.006802184,0.019273475
PSMG4,-0.773461585,1.345344094,0.006813113,0.019294229
FUNDC1,-0.835074839,0.278025453,0.006813232,0.019294229
HMG20B,-0.509651499,4.45843268,0.006839493,0.019361543
LOC107986073,-1.574738854,-0.515703568,0.006856759,0.019403355
C22orf46,-0.623267718,1.990307063,0.006901319,0.019522345
TRIT1,-0.696051477,1.271676779,0.006918831,0.019568321
ELOF1,-0.940492777,4.795866004,0.006923654,0.0195784
XPNPEP2,-1.49613519,-0.377813155,0.00694357,0.019624926
ZNF74,-1.452741879,1.205967945,0.006943894,0.019624926
CCDC28B,-1.032421831,1.038136211,0.006956005,0.01965201
MED9,-0.783041557,1.840267602,0.00696161,0.019664271
CA5BP1,-0.711961329,2.002908925,0.00697712,0.019704501
DYNLT1,-0.713600333,4.216756846,0.006989547,0.019736014
EPB41L4A,-0.963435729,0.487383333,0.006995083,0.019748059
ZNF703,-1.247517991,1.880641222,0.007010454,0.019784268
TPRA1,-0.549762638,3.165110335,0.007012783,0.019787247
GPT2,-1.256430811,0.144766873,0.007045321,0.019861034
CPA3,-1.479320601,-0.310033088,0.00707481,0.019933323
AFG3L2,-0.641126522,2.088474494,0.007085104,0.019958708
TUSC2,-0.570114863,3.55758669,0.007091362,0.019969101
PDE6G,-0.850472748,0.537709315,0.007101601,0.019987073
COMMD3,-1.315639443,-0.111561416,0.00710388,0.019989868
CENPM,-2.095190902,-0.644391877,0.007118147,0.020026391
THOC1,-0.680854326,2.112465226,0.007132377,0.020062794
CHCHD1,-0.907554002,1.89420769,0.00714311,0.02008297
WHRN,-1.509970788,0.66616591,0.007143425,0.02008297
NECAP2,-0.42040702,5.330749898,0.007149501,0.020096419
QPCTL,-1.299524747,1.016092303,0.007179288,0.020169206
FCRL5,-0.893881229,2.580326993,0.007192309,0.020198487
IFT22,-1.80206529,-1.212367559,0.007196382,0.020206277
GYPB,-2.517545052,1.951668204,0.007202691,0.020220326
SMG9,-0.510812424,3.503295169,0.007203987,0.020220326
BCL11A,-0.788009925,2.023463856,0.007223048,0.020255543
NOA1,-0.483814102,3.038481131,0.007255881,0.020343947
SV2A,-1.178199314,-0.711996806,0.007260745,0.020353914
CHEK2,-1.114024778,0.386162938,0.007268897,0.020373093
MED27,-0.511520721,2.717508316,0.007342038,0.020548455
HSP90AB1,-0.629428727,6.330129181,0.007350528,0.020568514
CENPH,-1.50070771,-0.711164083,0.007357647,0.020584728
ZNF324B,-1.111912042,0.286007754,0.007362384,0.020589466
ITGA3,-1.574745268,0.333618927,0.007363313,0.020589466
PCBD1,-0.67632758,1.547283967,0.0073673,0.020596908
FANCC,-1.517765684,0.036728341,0.007371835,0.020605882
TRAV23DV6,-1.844656609,-0.729572835,0.007373912,0.020607983
TJP3,-1.538100457,0.751725441,0.007376771,0.020612267
LOC101927993,-1.877745732,-1.446835284,0.007396597,0.020656527
UBFD1,-0.648084939,2.67119878,0.00739909,0.02065978
ADGRB1,-1.23310925,-0.239278422,0.007401694,0.02066334
GTF2B,-0.613697116,3.359028997,0.007404866,0.020668483
CBR3,-2.025172113,-1.034044968,0.00741514,0.020693445
SGSM1,-1.524186302,0.071598474,0.007416771,0.020694282
CHIC1,-1.125073868,0.050047222,0.007419612,0.020698494
JHY,-1.432386169,-0.566888491,0.007444063,0.020762979
CD86,-0.840100533,3.618834127,0.007448644,0.020768735
TCEAL4,-1.01866347,1.236166781,0.007448798,0.020768735
TGFBR3,-1.090291624,1.638987281,0.007481854,0.020845947
LOC105377267,-3.235259032,-2.086042844,0.007485498,0.020848952
ENSA,-0.507225415,5.172490328,0.007485615,0.020848952
CYB561,-1.04642255,2.84719941,0.007524649,0.020945304
LINC00339,-0.780507763,1.34864296,0.007525598,0.020945304
NDUFA10,-0.418151968,4.081116222,0.007549731,0.021004951
IGLV4-60,-2.425205077,-0.385845697,0.007559667,0.021028831
GNL2,-0.672349226,2.951229741,0.007574394,0.021058496
TRBV7-3,-2.140948139,-0.675406874,0.007577988,0.021064719
LUC7L,-0.511246629,3.610025767,0.007584094,0.021077925
LOC107985367,-0.982003609,-0.016522241,0.007590317,0.02108768
LOC105373105,-1.71877556,-2.656197237,0.007610556,0.021130216
USF1,-0.531917904,5.772374282,0.007611064,0.021130216
DDX12P,-1.307566446,0.946747127,0.007616894,0.021142626
SCARNA17,-1.02455058,1.557906687,0.007620558,0.021145245
TMEM198B,-0.690664222,1.692377162,0.007641169,0.02119109
DALRD3,-0.571760687,2.419971605,0.007664145,0.021239654
LSM12,-0.562805021,2.210103554,0.007684265,0.021287825
SRRD,-0.958242184,2.876907181,0.007695425,0.021309372
TRAV8-5,-2.074933897,-2.299778441,0.007696155,0.021309372
MIS18A,-1.396481862,-0.408805545,0.007700812,0.021314674
AIMP1,-0.758137194,2.338156011,0.007709018,0.021329793
PLXNA3,-0.812634005,2.663875026,0.007726063,0.021373151
LINC00847,-0.619997939,2.468400062,0.007730414,0.021381383
LINC01260,-2.203983321,-0.914337103,0.007740053,0.021404235
GTPBP8,-0.833661652,0.345857621,0.007767194,0.021464017
MTA2,-0.425752728,5.475893523,0.007805099,0.021546344
FXYD6,-0.893047285,1.852439705,0.007823469,0.021585
VDAC2,-0.465951869,3.436305518,0.007846848,0.021637982
MRI1,-0.604784482,3.010432421,0.007854735,0.021655889
INPP5E,-0.65492935,2.165631995,0.007860212,0.021663308
TNK1,-3.267478572,-3.74232124,0.0078731,0.021690262
RBP7,-0.817438693,2.461854287,0.007877596,0.021691992
EEFSEC,-1.681598473,-1.247341652,0.007881758,0.021696688
LOC100996740,-1.185074957,-0.538795594,0.007901146,0.021739755
CRYZ,-1.375391444,0.262435375,0.007901933,0.021739755
TMEM9B,-0.654009621,3.486317018,0.007912724,0.021765591
POLM,-0.552072256,3.746300122,0.007928086,0.021803738
TRAV27,-1.68544986,-1.383544353,0.007930352,0.021803738
ZNF275,-0.736162718,1.980875789,0.007941894,0.021830378
LOC105371401,-3.389037496,-3.380042858,0.007947148,0.02184096
VDAC1,-0.453528528,3.799396641,0.007949432,0.021843376
TMED10,-0.454105448,5.043979678,0.007961918,0.021873818
OLA1,-0.813094718,2.814335773,0.007967756,0.02188599
OXSM,-0.954349074,0.110071031,0.007976768,0.021905912
TRAV8-4,-2.016028134,-1.42525645,0.007978513,0.021905912
DDX18,-0.577872295,3.382277696,0.007979236,0.021905912
MIR320E,-1.179103823,-0.285934803,0.007990236,0.021932237
GMDS,-0.587366844,2.01399623,0.008011686,0.021987233
TMSB4X,-0.51873171,9.104156822,0.008055225,0.022102822
SNORD104,-2.129762728,-1.583860839,0.008060893,0.022110569
TRIM14,-0.612078082,5.640423959,0.008074049,0.022142748
UBAP1L,-0.78870244,2.11308208,0.00808238,0.022161687
POLD4,-0.578369005,4.979314918,0.008084354,0.022163191
ZNF837,-1.380338592,-0.608892796,0.00811347,0.022219503
TPPP3,-1.434859237,1.745394494,0.00811681,0.022224734
CIDECP1,-0.778850844,1.803524373,0.008141501,0.022280569
RAB34,-0.620437977,2.367043644,0.008143984,0.022283443
PTRHD1,-1.078172862,1.725593448,0.008152859,0.022295955
KLHL14,-1.563339288,-0.033680339,0.008156751,0.022298753
SPDL1,-1.193733096,-0.026399592,0.008167586,0.022324447
EDC4,-0.424540994,4.672709676,0.008171655,0.022330426
ORC5,-1.01191726,1.125589879,0.008172646,0.022330426
BTF3,-0.84732881,6.528427799,0.008181773,0.022351435
RBCK1,-0.652251784,6.81761443,0.008199531,0.022396014
RHEBL1,-1.944691523,-0.755439442,0.008201714,0.022398041
UBL7,-1.538966416,0.1617972,0.008217856,0.022434243
IGKV2-30,-1.990020916,-1.043146377,0.008228726,0.022459971
SNRPE,-1.364274226,0.86463816,0.008230235,0.022460149
NDUFS3,-2.330478516,-2.175598894,0.008241095,0.022485839
MSTO1,-1.069530066,0.815761393,0.008246657,0.022497065
SHISAL2A,-0.851103015,2.029698085,0.008248897,0.022499229
HEIH,-0.599424576,3.465785445,0.008252132,0.022504103
LOC105376805,-1.363416344,0.070831391,0.008261406,0.022525443
FLT4,-1.189038704,0.929798718,0.008271436,0.022548836
HPS1,-0.86035979,6.688605563,0.008282069,0.022573864
PHYHD1,-1.940393624,-1.370283209,0.008286459,0.022581872
TRBV24-1,-2.697930235,-2.04536028,0.008298644,0.022611113
KLRC1,-1.753255186,-1.04148893,0.008302725,0.022618271
IGLV2-18,-1.935140805,-0.266524888,0.008322067,0.02266302
ROBO4,-4.13153559,-3.646847338,0.008351143,0.022734235
GTF2A2,-0.562191064,2.808356591,0.008374273,0.022781246
SAMD4A,-1.586675895,1.15927524,0.00838642,0.02280232
PHGDH,-1.473058226,1.086878328,0.008393598,0.022817847
CHEK1,-2.064982518,-0.50061,0.008398065,0.022826
XPO5,-0.649571828,2.595762393,0.008422702,0.022880963
EXD3,-1.005320967,1.599570562,0.008426523,0.022887342
LPAR6,-1.277982699,2.574265873,0.008429545,0.022891552
LOC105372906,-2.865079416,-3.01988678,0.008435933,0.0228969
FAM98B,-0.727627311,1.660015094,0.008439556,0.022902737
SDHA,-0.451142621,4.564611016,0.008444953,0.022913383
LOC101929216,-1.874812142,-1.638482884,0.008449672,0.022922188
RPAP3,-0.62765557,2.618269643,0.008506534,0.023064576
GLB1L2,-1.871168468,-0.713295421,0.008506611,0.023064576
MAN2C1,-0.534759128,4.402847597,0.008511278,0.023073208
FTO,-0.71625707,2.333416757,0.008517429,0.023081832
PFKL,-0.517728909,5.623268419,0.00852563,0.023100029
GPAT2,-2.062243144,-1.405393154,0.008573545,0.023220733
MTA3,-0.805988798,1.377827836,0.008576808,0.023222506
HBQ1,-1.468691032,4.799409076,0.008595663,0.023265455
KLRC2,-2.088685941,-1.330289231,0.008616279,0.023305025
POLR1D,-0.900030559,5.337384719,0.00866588,0.023414745
ING4,-0.550909976,3.317624163,0.00867343,0.02343107
SIRT2,-1.476890425,1.468183093,0.008675818,0.023433451
CDK20,-1.240131291,-0.595247812,0.008699228,0.0234926
PGRMC2,-0.524092918,2.473133822,0.008707707,0.023511413
TRDV2,-2.136287659,-1.611724807,0.008711101,0.023516494
SEC22A,-0.683593597,1.198739037,0.008763458,0.023639362
LIAS,-0.756291487,0.992919373,0.008763571,0.023639362
FOXM1,-1.022404033,1.651649772,0.008769737,0.023650148
ATP5PF,-0.995378977,2.399394893,0.008782107,0.023679399
SMC2,-1.092184125,1.668281559,0.008791116,0.023699579
LIF,-2.543417825,-2.172785769,0.008796134,0.023708997
ZNF678,-1.098013955,0.543145042,0.008833793,0.023800689
BAD,-0.647959902,2.630568941,0.008859673,0.023863709
PACSIN1,-1.395239229,0.268995969,0.008862529,0.023867268
IRF9,-1.235588054,2.358817022,0.008867333,0.023876069
GCSH,-2.160135841,-1.819674661,0.008883554,0.023911463
RHOF,-1.132883802,0.268943288,0.008889802,0.023924139
ZC3H15,-0.873259456,3.253754796,0.008897964,0.023937817
RRM1,-0.796353741,2.186863665,0.008906166,0.023955737
CEP128,-1.132733122,0.245469245,0.008959825,0.024083401
DGKA,-0.46234518,5.73015095,0.008967176,0.02409483
RFLNA,-6.384973926,-4.383066182,0.008981583,0.024129371
CDKN2AIPNL,-0.697875982,1.354172603,0.009022957,0.024232148
LEXM,-1.706149779,-1.23022089,0.009029544,0.024245652
LAMTOR2,-0.586791732,3.848333146,0.009031364,0.02424635
GASAL1,-1.860806768,-0.862164778,0.009057648,0.024300129
SPN,-0.708211222,5.787328007,0.00907786,0.024350154
POLR3E,-1.989761183,-1.537453378,0.00908466,0.024364189
HIBADH,-0.846629797,0.870005988,0.009109598,0.024422644
RRP7BP,-0.999940708,1.044826753,0.009121785,0.024449603
KLHL17,-0.965785998,1.821141323,0.009122799,0.024449603
NCBP2,-0.564785974,3.004662951,0.009139807,0.024486744
IRAK1BP1,-1.906200222,-1.492011526,0.009173437,0.024572611
TBC1D4,-0.935696145,2.395584245,0.009176345,0.024576164
LOC105376475,-2.908255831,-2.760091156,0.009237674,0.024727638
ZNF34,-0.90093321,0.45176135,0.009263399,0.024791542
NUP35,-1.357779026,-0.409552589,0.009265139,0.024791542
SRP72,-0.65055777,4.15936189,0.009267334,0.024791542
SHPK,-0.691822438,1.52224159,0.009282567,0.024822164
RUNX3-AS1,-1.124749306,0.445052215,0.009290664,0.024839544
ZNF622,-0.485542209,3.557088113,0.00932437,0.024915414
EPHB6,-0.79118157,1.656019187,0.009325452,0.024915414
LINC01550,-1.341150864,0.734870195,0.00934864,0.024966781
RNF187,-1.306427909,0.714329648,0.009351563,0.024968014
UTP4,-1.237409995,0.303138074,0.009357686,0.024977091
TLR3,-2.214930748,-1.434691979,0.009383074,0.025039247
CYP4V2,-0.830698619,1.796584716,0.009425721,0.025144421
TMCO1,-0.820427833,3.16033105,0.009452352,0.025206812
ZNF571,-2.192972795,-1.610069889,0.009456456,0.025213432
ZSCAN18,-0.796868761,2.56983887,0.009466609,0.025232328
WARS2,-1.062592585,0.132060179,0.009515729,0.025336707
PBXIP1,-0.599418362,6.710933481,0.009540867,0.025399292
SPC24,-1.554658141,0.035557587,0.009571866,0.025473091
TIMM10,-1.520247275,3.884959095,0.009597926,0.025533701
KEAP1,-0.446127042,4.10699508,0.009619662,0.025583682
SGCE,-1.667694625,-1.557565865,0.009633765,0.025612616
RABEPK,-0.550914276,2.232015999,0.009635523,0.025612616
LCNL1,-2.845231493,-2.247774508,0.009636612,0.025612616
MACROD1,-1.178782001,-0.118997133,0.009657484,0.02566141
RAB15,-0.775358362,1.729181519,0.009667614,0.025683935
KCNK6,-0.478469325,4.107857542,0.00968148,0.02570865
PDIA5,-0.95735132,1.290425455,0.009681877,0.02570865
CLEC2B,-0.811254329,3.417531355,0.009698669,0.02574884
STARD10,-0.764748429,3.644766396,0.009703986,0.025758557
SMUG1,-0.567906202,2.416424579,0.009720155,0.025792668
SLC38A1,-0.652195308,4.578307955,0.009750569,0.025868958
TSPAN7,-2.272861117,-0.24138494,0.009794777,0.025981811
APEX2,-0.486852185,3.070266952,0.009799039,0.02598425
TACO1,-0.623222385,1.972274283,0.009806149,0.02599867
LOC105369819,-2.091961765,-1.968707994,0.009828948,0.026050232
HSCB,-1.034677398,0.474305073,0.009832522,0.026054213
DEAF1,-0.530809821,2.658586787,0.00983883,0.026054213
LINC01506,-1.214524626,0.755028776,0.009852421,0.026081321
E4F1,-0.483489226,3.743157786,0.00988964,0.02615346
MRPS12,-2.096629931,-1.203835605,0.009896268,0.026166204
CD1E,-2.516502046,-2.294975138,0.009901826,0.026176447
RNASE2,-1.025616018,4.834872944,0.009907786,0.02618775
MAGOHB,-1.134848479,0.061448781,0.009930595,0.026243576
GPR68,-0.741767175,2.565382451,0.009976977,0.026348235
VMAC,-0.564419655,2.304877741,0.0099897,0.026372875
TRIM32,-1.197591378,0.653554791,0.009993699,0.026378953
HACD3,-0.971620594,1.976530797,0.010000753,0.026391468
ODAD4,-1.867866945,0.185565495,0.010026083,0.026441987
LINC00869,-0.698339954,2.110394595,0.010030795,0.026449926
CENPN,-1.290811168,0.643322219,0.010050203,0.026492116
PRDX5,-0.748417914,6.261552999,0.01005444,0.026498792
COQ5,-0.815283471,1.820628832,0.010057533,0.026501501
PSEN2,-0.717381323,1.243203532,0.010058877,0.026501501
MICAL3,-0.688202547,2.940875974,0.010101423,0.026600071
RASGRP1,-0.892470749,3.278821462,0.01011743,0.026631771
CCDC25,-1.186894504,-0.139302871,0.0101186,0.026631771
CKS1B,-1.748751595,0.079487467,0.010129931,0.02665257
LZTR1,-0.452127641,4.266454822,0.010132049,0.026653632
IRF5,-0.630188878,4.705908728,0.01018426,0.026777388
PNPLA4,-0.867880155,0.41367004,0.010200731,0.026811626
PAK4,-0.501804513,2.3301437,0.010238509,0.026901825
SLC12A7,-0.769126242,2.950012842,0.010241805,0.026905938
C11orf49,-0.630972678,1.580573756,0.010250407,0.026923988
ADIRF-AS1,-1.272034943,-0.58228894,0.010260631,0.026941738
DISP3,-2.94492345,-2.180014355,0.010302646,0.027042924
PCK2,-1.638480552,-1.268790969,0.010329775,0.027104981
CENPV,-1.583297516,-1.058329029,0.01034434,0.027138618
GPRC5B,-3.296173436,-2.219513777,0.010355139,0.027162367
CTLA4,-1.132039419,0.143207043,0.010379508,0.027221695
CBLB,-0.593065719,2.99133088,0.010384073,0.027229075
HADH,-0.951936211,1.668877545,0.010389135,0.027237753
MFHAS1,-1.11620614,0.102018536,0.010410134,0.027284442
UQCRHL,-1.438375131,0.412793542,0.01047294,0.027420479
MORC4,-1.384562546,-0.119610045,0.010483656,0.027443913
IPO4,-1.585077937,-0.945276356,0.010509999,0.027496283
TRAV26-2,-1.934494344,-1.048225947,0.010534612,0.027544838
LINC00537,-0.805257502,4.399865817,0.010564428,0.027604228
SCGB3A1,-3.130449463,-0.845921578,0.010599071,0.027690094
CIRBP,-0.499990559,6.534558048,0.010609653,0.027713083
NINJ1,-0.63986276,6.63592276,0.010615284,0.02772097
PCLAF,-1.871027632,-0.326734041,0.010616857,0.02772097
LRRC41,-0.454609565,3.599341836,0.010618021,0.02772097
UBE2N,-0.565613561,3.634117178,0.010649857,0.027794751
WDR62,-1.417760962,0.572798789,0.010656015,0.027806155
DPM2,-1.196137754,4.941645318,0.010667964,0.027832662
HARS1,-0.441493499,3.474997607,0.010674442,0.027844891
PHYH,-0.988981465,-0.069349734,0.010676479,0.027845533
NUP205,-0.649165531,3.068248861,0.010696276,0.027873786
GARS1,-0.456159862,4.124745962,0.010702221,0.027884603
NDUFA1,-0.959559505,3.052263126,0.010710598,0.027901754
LOC107983982,-5.093509302,-3.047753913,0.010717885,0.027916059
ACOXL,-1.077886206,0.083022061,0.010773052,0.028045652
EGLN3,-1.312051106,-0.937470404,0.010804782,0.028123547
SMIM20,-0.870504518,0.446983705,0.010808138,0.028127572
ST3GAL3,-1.059695557,1.320890842,0.010826151,0.028169735
CTNNBIP1,-0.525105163,2.350065035,0.010833731,0.028184743
ZFP64,-0.813197473,1.512075878,0.01084235,0.028202446
HEXA,-0.488393426,4.135460279,0.01090008,0.028338385
C1orf43,-0.461809635,5.159351224,0.010907928,0.028344569
LRRCC1,-1.759199076,-0.532406368,0.010918244,0.028366634
HPCAL4,-1.531820384,0.437228039,0.010934282,0.028403556
METTL5,-0.972409882,0.410602401,0.010999882,0.028564417
KHSRP,-0.406246831,5.248044804,0.011005439,0.028569564
PIGP,-1.332609451,-0.116031902,0.011006006,0.028569564
CNNM3,-0.466444793,3.929368482,0.011007377,0.028569564
SYTL2,-1.210239951,1.874769119,0.011012695,0.028578595
LHPP,-0.763505632,3.4610193,0.011022904,0.028597161
ADAMTS4,-1.886959414,-1.518219396,0.011029258,0.028607252
ZNF256,-1.086267537,-0.135044126,0.011034293,0.028615537
IGKV2-28,-2.034785671,-1.590384314,0.011044504,0.028637241
TOR3A,-0.528374249,3.640540651,0.011073468,0.028707554
SUMO2,-0.404715631,4.971789968,0.011104091,0.02877255
